mp-id, label, stoichiometry
mp-28518,0, Tl: 12.0;S: 2.0;Br: 8.0
mp-28520,0.2471, Rb: 4.0;Sn: 2.0;Te: 10.0
mp-28529,0.3409, K: 4.0;In: 4.0;Br: 12.0
mp-2853,1.989, Ga: 1.0;N: 1.0
mp-28534,0.4449, Ca: 2.0;In: 2.0;Br: 6.0
mp-28535,0.0259, Ca: 4.0;Se: 6.0;O: 16.0
mp-28536,0.7758, Ba: 4.0;Se: 8.0;O: 20.0
mp-28537,0, As: 8.0;Pb: 4.0;O: 16.0
mp-28542,0, Na: 6.0;Er: 2.0;Cl: 12.0
mp-28543,0.0413, Cs: 16.0;Zr: 4.0;O: 16.0
mp-28545,0.0291, Rb: 4.0;Li: 4.0;O: 4.0
mp-28548,0, Li: 16.0;Ge: 2.0;O: 12.0
mp-28549,0, Li: 16.0;Si: 2.0;O: 12.0
mp-28553,0.0746, Ca: 4.0;I: 2.0;N: 2.0
mp-28554,0.4813, Ca: 2.0;As: 1.0;I: 1.0
mp-28555,0, Rb: 4.0;S: 4.0;F: 20.0
mp-28556,0.1698, Na: 36.0;Cu: 12.0;O: 36.0
mp-28557,0.1558, Ag: 4.0;Pd: 2.0;Cl: 8.0
mp-28558,0, Rb: 4.0;Ge: 4.0;Br: 12.0
mp-28559,0.0245, Na: 6.0;Be: 8.0;O: 11.0
mp-28562,0.2923, Rb: 8.0;As: 8.0;Se: 16.0
mp-28563,0, Cs: 8.0;As: 8.0;Se: 16.0
mp-28564,0.0629, Rb: 8.0;Pb: 2.0;Br: 12.0
mp-28566,0.0199, Na: 8.0;Ti: 8.0;Se: 32.0
mp-28568,0.0034, Rb: 12.0;Cu: 4.0;O: 8.0
mp-28569,0, Na: 4.0;In: 4.0;Br: 16.0
mp-28570,0, Na: 4.0;In: 4.0;I: 16.0
mp-28575,0.0366, W: 2.0;S: 16.0;Cl: 12.0
mp-28577,0, Rb: 2.0;Br: 2.0;F: 8.0
mp-28579,0, Hg: 12.0;Te: 8.0;I: 8.0
mp-2858,0.4137, Zr: 4.0;O: 8.0
mp-28580,0.6361, Y: 4.0;N: 2.0;Cl: 6.0
mp-28582,0, Cs: 2.0;B: 6.0;H: 16.0
mp-28583,0, Si: 8.0;N: 4.0;Cl: 20.0
mp-28584,0, Tl: 8.0;Cu: 4.0;I: 12.0
mp-28585,0.017, Nb: 24.0;I: 8.0;Cl: 48.0
mp-28587,0, Ba: 4.0;H: 32.0;O: 20.0
mp-28588,0.0539, Na: 16.0;Be: 8.0;O: 16.0
mp-28589,0.3798, Rb: 12.0;Ge: 8.0;Br: 28.0
mp-28590,0.0232, Hg: 32.0;As: 16.0;I: 24.0
mp-28595,0, K: 4.0;Na: 4.0;Se: 4.0
mp-28597,0, Na: 40.0;In: 8.0;Te: 32.0
mp-28599,0, Na: 4.0;Br: 2.0;O: 1.0
mp-286,0.929, Yb: 1.0;Se: 1.0
mp-28601,0, Nb: 8.0;Br: 40.0
mp-28602,0, Na: 3.0;Cl: 1.0;O: 1.0
mp-28603,0, Na: 4.0;Li: 4.0;Se: 4.0
mp-28606,0.191, K: 6.0;Au: 2.0;Se: 26.0
mp-28608,0.0464, Ga: 12.0;Te: 12.0;I: 4.0
mp-28611,0, Th: 2.0;Ta: 4.0;O: 14.0
mp-28620,0.0995, Zr: 6.0;S: 2.0;O: 18.0
mp-28623,0.0451, Li: 8.0;Ge: 10.0;O: 24.0
mp-28626,0.5769, La: 4.0;S: 4.0;O: 4.0
mp-28627,0, K: 4.0;Br: 2.0;O: 1.0
mp-28630,0.1219, Na: 12.0;B: 4.0;N: 8.0
mp-28647,0.1226, As: 2.0;Br: 10.0;F: 12.0
mp-28650,1.2219, Cs: 1.0;Br: 2.0;F: 1.0
mp-28653,0.1427, Nd: 2.0;Ta: 6.0;O: 18.0
mp-28658,0.0194, Na: 4.0;Cd: 2.0;Cl: 8.0
mp-28670,0.2811, Ba: 4.0;Bi: 4.0;O: 10.0
mp-28671,0.2032, Zr: 2.0;Te: 4.0;Br: 10.0
mp-28672,0.0183, Zr: 8.0;Te: 4.0;Br: 48.0
mp-28673,0.0054, P: 16.0;S: 4.0;O: 24.0
mp-28676,0, S: 8.0;O: 20.0;F: 8.0
mp-28679,0, Na: 4.0;Ga: 4.0;Br: 16.0
mp-28680,0, K: 6.0;Ga: 6.0;Br: 24.0
mp-28683,0.1308, Ta: 2.0;I: 4.0;Cl: 4.0
mp-28684,0, Sb: 14.0;Se: 16.0;F: 70.0
mp-28693,0.0363, Al: 12.0;Te: 12.0;I: 4.0
mp-28698,0, Na: 4.0;Ir: 1.0;O: 4.0
mp-28701,0.4812, Cs: 4.0;Sb: 4.0;S: 24.0
mp-28707,0.0046, Pr: 4.0;Nb: 20.0;O: 56.0
mp-28708,0, In: 12.0;P: 8.0;O: 32.0
mp-28710,0.0758, Ba: 4.0;Ge: 8.0;S: 20.0
mp-28711,0, Sb: 8.0;S: 8.0;O: 4.0
mp-28712,0.9229, Si: 2.0;Hg: 6.0;O: 7.0
mp-28713,0.477, Na: 8.0;Te: 8.0;O: 20.0
mp-28714,0, Dy: 3.0;Al: 9.0;Cl: 36.0
mp-28719,0, Ba: 2.0;Au: 4.0;F: 16.0
mp-28721,0, Pt: 2.0;S: 4.0;Cl: 16.0
mp-28722,0.1648, Pt: 1.0;S: 2.0;Cl: 6.0
mp-28727,0, La: 16.0;Bi: 8.0;S: 36.0
mp-28728,0, K: 24.0;Sn: 12.0;As: 20.0
mp-28730,0, In: 28.0;Cl: 36.0
mp-28734,0, Zr: 6.0;Co: 1.0;Cl: 15.0
mp-2874,0, In: 2.0;Si: 2.0;O: 7.0
mp-28741,0.4391, Cu: 4.0;Se: 12.0;Br: 4.0
mp-28744,0.0172, Y: 8.0;Os: 2.0;Br: 8.0
mp-28745,0, Nb: 8.0;Te: 24.0;I: 4.0
mp-28757,0.028, Nd: 3.0;Al: 9.0;Br: 36.0
mp-28759,0.2715, Al: 14.0;Tl: 6.0;S: 24.0
mp-28760,0, K: 4.0;Rb: 4.0;S: 4.0
mp-28766,0, K: 4.0;Ti: 2.0;S: 6.0
mp-28768,0, Na: 8.0;Sn: 2.0;Se: 8.0
mp-28769,0.2141, K: 2.0;Sn: 4.0;Se: 8.0
mp-28772,0, Sb: 2.0;S: 2.0;Cl: 18.0
mp-28773,0, Na: 16.0;Ga: 8.0;S: 20.0
mp-28774,0.1088, K: 8.0;Sn: 8.0;F: 24.0
mp-28775,0.4678, Mo: 4.0;As: 8.0;O: 28.0
mp-2878,0, Li: 12.0;P: 4.0;O: 16.0
mp-28782,0, Na: 6.0;P: 2.0;S: 8.0
mp-28788,0.1501, Ba: 36.0;Au: 8.0;O: 48.0
mp-28789,0, Na: 32.0;Cu: 16.0;S: 24.0
mp-2879,0.0457, Sr: 4.0;Sn: 4.0;O: 12.0
mp-28790,0.1066, Al: 26.0;Tl: 6.0;S: 42.0
mp-28791,0.0128, Se: 32.0;N: 16.0;Cl: 48.0
mp-28792,0.0214, P: 4.0;N: 3.0;Cl: 11.0
mp-28796,0, Sr: 5.0;Au: 2.0;O: 8.0
mp-288,0, Pt: 2.0;S: 2.0
mp-28800,0.3509, K: 2.0;Bi: 8.0;Se: 13.0
mp-28804,0.0098, Tc: 8.0;O: 16.0;F: 24.0
mp-28805,0.6226, Tl: 4.0;Pt: 10.0;S: 12.0
mp-28808,0.0608, Tl: 12.0;Re: 12.0;O: 48.0
mp-28809,0.2668, Tl: 4.0;B: 4.0;S: 12.0
mp-28812,0.2139, Ag: 20.0;Bi: 4.0;O: 16.0
mp-28815,0.1571, Th: 2.0;Sn: 2.0;I: 12.0
mp-2882,0, Y: 8.0;Cu: 8.0;O: 20.0
mp-28823,0.282, Ba: 32.0;P: 24.0
mp-28824,0.2841, Na: 12.0;Co: 4.0;O: 8.0
mp-28825,0.5772, K: 12.0;Co: 4.0;O: 8.0
mp-28829,0, Li: 8.0;Zn: 4.0;Br: 16.0
mp-2883,0, Sm: 4.0;Sn: 4.0;O: 14.0
mp-28837,0, K: 12.0;Rh: 4.0;Cl: 24.0
mp-28842,0, Si: 12.0;P: 4.0;H: 36.0
mp-28845,0.0377, Os: 4.0;O: 12.0;F: 8.0
mp-28848,0.222, Ca: 12.0;Bi: 12.0;O: 30.0
mp-28853,0.3786, La: 4.0;Au: 4.0;O: 12.0
mp-28855,0.0055, Cd: 8.0;O: 2.0;F: 12.0
mp-28856,0.2201, Na: 28.0;Au: 20.0;S: 24.0
mp-28857,0.151, Pb: 4.0;I: 8.0;O: 24.0
mp-28858,0.0236, Na: 16.0;Hg: 8.0;S: 16.0
mp-28859,0, K: 8.0;Hg: 4.0;S: 8.0
mp-28860,0.3895, P: 8.0;Se: 20.0
mp-28870,0.0132, P: 6.0;Rh: 6.0;O: 24.0
mp-28871,0.1903, In: 12.0;Sn: 4.0;I: 20.0
mp-28872,0, Rb: 1.0;Br: 1.0;O: 3.0
mp-28873,0, Cs: 1.0;Br: 1.0;O: 3.0
mp-28874,0.0466, Hg: 8.0;P: 12.0;Br: 4.0
mp-28875,0.811, Hg: 4.0;P: 6.0;Cl: 2.0
mp-28877,0, Cs: 8.0;Sn: 4.0;Te: 16.0
mp-28879,1.0914, Ca: 5.0;P: 8.0
mp-28883,0.0092, Ge: 2.0;P: 4.0;O: 14.0
mp-28885,0.1168, P: 16.0;Se: 16.0
mp-28889,0.0111, Hg: 20.0;Sb: 8.0;I: 24.0
mp-28890,0.0168, K: 8.0;Co: 4.0;O: 8.0
mp-28899,0.4803, Hg: 4.0;As: 6.0;Br: 2.0
mp-28900,0.9893, Cd: 4.0;As: 6.0;Br: 2.0
mp-28903,0, Zr: 12.0;Fe: 2.0;Cl: 28.0
mp-28911,0, Ba: 2.0;Re: 2.0;H: 18.0
mp-28914,0, Cd: 32.0;P: 16.0;Br: 24.0
mp-28918,0.0116, Sb: 4.0;W: 2.0;O: 12.0
mp-2892,0, Ba: 4.0;Nd: 8.0;O: 16.0
mp-28920,0, Tl: 20.0;Se: 8.0;Cl: 4.0
mp-28921,0, Tl: 10.0;Se: 4.0;Br: 2.0
mp-28922,0.1685, Ca: 4.0;Si: 10.0;N: 16.0
mp-28926,0.1662, Ba: 10.0;Ti: 4.0;N: 12.0
mp-28928,0, Dy: 2.0;S: 2.0;Br: 2.0
mp-28929,0, Dy: 2.0;S: 2.0;I: 2.0
mp-28931,0, Ga: 4.0;Te: 2.0;O: 12.0
mp-28932,0.2502, Sn: 16.0;O: 4.0;F: 24.0
mp-28933,0, Br: 16.0;O: 24.0
mp-28938,0, Nb: 6.0;Te: 2.0;Cl: 14.0
mp-28940,0.0742, Sr: 8.0;Nb: 4.0;O: 18.0
mp-28941,0.4817, Hf: 4.0;Ag: 8.0;S: 12.0
mp-28944,0.0895, Bi: 2.0;Te: 2.0;Cl: 2.0
mp-28946,0.0238, Bi: 12.0;N: 4.0;F: 24.0
mp-28947,0, Na: 4.0;Sn: 8.0;Cl: 20.0
mp-2895,0, Mg: 8.0;Si: 4.0;O: 16.0
mp-28952,0.1156, Pd: 2.0;S: 2.0;O: 8.0
mp-28955,0, Mg: 6.0;B: 2.0;N: 6.0
mp-28959,0, Si: 8.0;Cl: 8.0;O: 12.0
mp-28962,0.564, Ti: 4.0;Bi: 2.0;O: 11.0
mp-28967,0.7341, Ba: 2.0;Pd: 4.0;S: 8.0
mp-28969,0.4889, Pr: 4.0;N: 2.0;Cl: 6.0
mp-28970,0.0549, Nd: 8.0;N: 4.0;Cl: 12.0
mp-28971,0, Rb: 8.0;Si: 8.0;O: 20.0
mp-28975,0.0376, Bi: 8.0;P: 12.0;Se: 36.0
mp-28978,0, Ba: 4.0;S: 6.0
mp-2898,0, Ca: 2.0;Au: 4.0;O: 8.0
mp-28980,0.1797, K: 12.0;Bi: 4.0;Se: 12.0
mp-28982,0.1166, Pd: 2.0;Pb: 4.0;Cl: 12.0
mp-28983,0.183, Pd: 2.0;Pb: 4.0;Br: 12.0
mp-28985,0.0143, Sb: 4.0;Se: 4.0;Cl: 36.0
mp-28987,1.2168, Na: 4.0;Pt: 8.0;Se: 12.0
mp-28988,0, In: 28.0;Br: 36.0
mp-28989,0.3487, Li: 10.0;Br: 1.0;N: 3.0
mp-28990,0.1757, Bi: 8.0;Te: 16.0;O: 44.0
mp-28993,0, La: 2.0;Au: 6.0;F: 24.0
mp-28994,0, K: 2.0;Li: 4.0;As: 2.0
mp-28995,0.5973, Cu: 8.0;Si: 2.0;P: 16.0
mp-28996,0.3526, Ag: 16.0;Bi: 8.0;O: 20.0
mp-29000,0, Na: 24.0;B: 40.0;S: 72.0
mp-29006,0.2597, P: 16.0;S: 8.0;O: 24.0
mp-29012,0.2672, Tl: 6.0;Ag: 3.0;I: 9.0
mp-29014,0.3222, P: 16.0;S: 24.0
mp-29015,0.0181, Ca: 2.0;Th: 2.0;Br: 12.0
mp-29016,0, Sr: 2.0;Th: 2.0;Br: 12.0
mp-29018,0, Zr: 6.0;Sn: 6.0;Cl: 36.0
mp-29019,0, Rb: 18.0;I: 6.0;O: 6.0
mp-29020,0.1048, P: 16.0;Se: 4.0;O: 24.0
mp-29022,0.0481, K: 8.0;Ge: 4.0;Se: 16.0
mp-29025,0.1278, Li: 5.0;Br: 2.0;N: 1.0
mp-29027,0.1562, Ta: 2.0;I: 4.0;O: 2.0
mp-29028,0.1146, B: 8.0;As: 4.0;Cl: 8.0
mp-29030,0.0087, Th: 4.0;Tl: 12.0;F: 28.0
mp-29033,0.0664, P: 3.0;Br: 1.0;Cl: 14.0
mp-29035,0, Sr: 4.0;Y: 8.0;S: 16.0
mp-29036,0, Ba: 4.0;Y: 8.0;S: 16.0
mp-29043,0.0136, Hg: 32.0;Sb: 16.0;I: 24.0
mp-29044,0, Cd: 32.0;Sb: 16.0;I: 24.0
mp-29047,0.998, Tl: 3.0;V: 1.0;O: 4.0
mp-29048,0.5721, Sr: 2.0;Bi: 4.0;O: 8.0
mp-29051,0.0027, W: 8.0;S: 72.0;Cl: 32.0
mp-29052,0.0766, Cd: 4.0;W: 24.0;Br: 56.0
mp-29057,0, Nb: 3.0;S: 1.0;Br: 7.0
mp-29060,0.0507, Ba: 20.0;Si: 8.0;N: 24.0
mp-29074,0.1862, Te: 28.0;As: 8.0;F: 48.0
mp-29075,0.1104, Ga: 6.0;Bi: 10.0;Cl: 24.0
mp-29078,0, Hg: 32.0;As: 16.0;Br: 24.0
mp-2908,0, Al: 4.0;Zn: 2.0;O: 8.0
mp-29090,0, Rb: 8.0;Au: 12.0;S: 10.0
mp-29091,0.6309, Ti: 1.0;Cu: 4.0;S: 4.0
mp-29095,0, H: 16.0;S: 4.0;O: 20.0
mp-29096,0.0015, Hg: 12.0;S: 8.0;Br: 8.0
mp-29097,0.004, Hg: 24.0;Te: 8.0;Br: 32.0
mp-29102,0, Hg: 24.0;Te: 8.0;Cl: 32.0
mp-29104,0, Ti: 12.0;Zn: 8.0;O: 32.0
mp-29107,0, Rb: 8.0;Hg: 12.0;Te: 16.0
mp-29109,0, Si: 8.0;I: 24.0
mp-2911,0.0644, Ba: 12.0;Sn: 8.0;P: 16.0
mp-29112,1.1, Cr: 2.0;Hg: 10.0;O: 12.0
mp-29114,0.1425, Re: 24.0;Te: 32.0;Cl: 40.0
mp-29116,0.0343, Ta: 6.0;Se: 2.0;I: 14.0
mp-29117,0.0282, Ta: 6.0;Te: 2.0;I: 14.0
mp-29123,0.0028, Se: 16.0;Br: 24.0;N: 8.0
mp-29124,0.024, Se: 16.0;N: 8.0;Cl: 40.0
mp-29127,0.155, Bi: 2.0;Te: 4.0;Br: 8.0
mp-29128,0.026, K: 8.0;Te: 16.0;O: 36.0
mp-29129,0.3564, K: 8.0;Te: 8.0;O: 20.0
mp-29138,1.0269, K: 2.0;Au: 2.0;Se: 4.0
mp-29139,0.377, Na: 4.0;Au: 4.0;Se: 8.0
mp-29142,0.0968, Ho: 4.0;Mo: 8.0;O: 30.0
mp-29143,0.0819, Na: 24.0;V: 8.0;S: 32.0
mp-29145,0, H: 12.0;N: 4.0
mp-29148,0.0975, Hg: 4.0;Mo: 10.0;O: 32.0
mp-29149,0.0177, Li: 4.0;N: 1.0;Cl: 1.0
mp-29151,0.0004, Li: 5.0;N: 1.0;Cl: 2.0
mp-29157,0.8597, Si: 6.0;P: 4.0;Pt: 2.0
mp-29160,0.0401, Ti: 4.0;Ag: 8.0;O: 12.0
mp-29163,0, Ag: 4.0;Te: 2.0;S: 6.0
mp-29168,0, Rb: 12.0;Bi: 4.0;Se: 12.0
mp-29169,0, Cd: 2.0;Au: 4.0;F: 16.0
mp-29170,0, Hg: 2.0;Au: 4.0;F: 16.0
mp-29173,0.0942, V: 8.0;Se: 12.0;O: 44.0
mp-29174,0.0261, Si: 4.0;Cl: 8.0
mp-29179,0.1348, Sn: 8.0;Cl: 16.0
mp-2918,0, Y: 2.0;Cu: 2.0;O: 4.0
mp-29185,0.2324, Te: 4.0;O: 6.0;F: 4.0
mp-29186,0.0489, La: 8.0;Si: 16.0;P: 48.0
mp-29187,0.3622, Co: 4.0;Si: 12.0;P: 12.0
mp-29188,1.0162, V: 2.0;Hg: 2.0;O: 6.0
mp-29189,0.0672, V: 8.0;Hg: 16.0;O: 32.0
mp-29190,0, Te: 8.0;Mo: 2.0;Br: 2.0
mp-29193,0.2092, Nb: 4.0;Se: 8.0;O: 26.0
mp-29194,0.5342, Cs: 4.0;Au: 4.0;Se: 6.0
mp-29195,0, Li: 12.0;P: 12.0;O: 36.0
mp-29197,0, La: 24.0;Br: 48.0;N: 8.0
mp-29198,0.1804, Na: 10.0;Au: 2.0;Se: 24.0
mp-29200,0.0707, K: 4.0;N: 4.0;O: 8.0
mp-29204,0, P: 8.0;S: 12.0;O: 6.0
mp-29208,0, Ca: 1.0;Mg: 2.0;Bi: 2.0
mp-29209,0, Ba: 1.0;Mg: 2.0;Bi: 2.0
mp-29212,0.0012, Tl: 8.0;Pb: 2.0;I: 12.0
mp-29213,0.0615, Cd: 4.0;Ge: 14.0;O: 32.0
mp-29215,0, Te: 16.0;P: 8.0;O: 52.0
mp-29216,0, Cs: 4.0;Pt: 2.0;Cl: 8.0
mp-29218,0, Ge: 6.0;Bi: 4.0;O: 18.0
mp-29221,0, Ca: 8.0;Al: 4.0;F: 28.0
mp-29222,0, Ba: 8.0;Si: 12.0;O: 32.0
mp-29223,0, Ba: 12.0;Si: 20.0;O: 52.0
mp-29224,0, S: 12.0;N: 8.0;O: 20.0
mp-29226,0, Ca: 9.0;Ga: 12.0;O: 27.0
mp-29228,0.0883, Cs: 2.0;Sr: 2.0;N: 18.0
mp-29234,0, In: 4.0;Te: 4.0;I: 4.0
mp-29236,0, In: 4.0;Te: 4.0;Br: 4.0
mp-29237,0, Tl: 16.0;Sn: 8.0;Se: 24.0
mp-29238,0, Tl: 4.0;Ag: 4.0;Se: 4.0
mp-29244,0.6761, Cd: 4.0;P: 6.0;I: 2.0
mp-29245,0.903, Cd: 4.0;P: 6.0;Br: 2.0
mp-29246,1.0897, Cd: 4.0;P: 6.0;Cl: 2.0
mp-29249,0.0389, Ge: 8.0;As: 8.0;Se: 8.0
mp-29250,0, Li: 6.0;V: 1.0;Cl: 8.0
mp-29251,0, Te: 12.0;Br: 4.0;O: 22.0
mp-29252,0.0372, Sn: 8.0;Cl: 4.0;F: 12.0
mp-29254,0.1621, Pr: 2.0;I: 2.0;O: 2.0
mp-29259,0.6019, Bi: 8.0;Pd: 4.0;O: 16.0
mp-29260,0.042, Ti: 2.0;Se: 4.0;O: 12.0
mp-29264,0.1451, S: 4.0;I: 4.0;Cl: 28.0
mp-29266,0.4921, Cs: 2.0;S: 2.0
mp-29267,0.0633, Sn: 20.0;Sb: 8.0;S: 36.0
mp-29273,0.0397, Ca: 4.0;Ge: 14.0;O: 32.0
mp-29274,0.1974, P: 4.0;Pd: 2.0;O: 12.0
mp-29282,0, P: 8.0;Pt: 4.0;O: 28.0
mp-29284,0, Ca: 8.0;Sb: 8.0;S: 20.0
mp-29286,0, Tl: 4.0;Sb: 4.0;F: 16.0
mp-29288,0.7651, Tl: 4.0;Ge: 4.0;I: 12.0
mp-29289,0.2312, Ba: 4.0;Pt: 8.0;S: 12.0
mp-29290,0.0075, W: 4.0;N: 12.0;F: 20.0
mp-29291,0, I: 8.0;O: 12.0;F: 24.0
mp-29295,0.0233, Sr: 12.0;Sb: 16.0;S: 36.0
mp-29297,0.0717, Cd: 6.0;Cl: 4.0;O: 4.0
mp-29300,0, Ga: 4.0;Cu: 2.0;Cl: 16.0
mp-29301,0, Ba: 8.0;Ga: 4.0;S: 14.0
mp-29302,0, Ba: 6.0;Ga: 4.0;S: 12.0
mp-29305,0, Re: 6.0;Pb: 3.0;O: 24.0
mp-2931,0.4058, Li: 8.0;Ti: 4.0;O: 12.0
mp-29310,0, Si: 16.0;H: 48.0;Se: 8.0
mp-29311,0.0003, S: 24.0;N: 16.0;Cl: 8.0
mp-29312,0.0687, In: 8.0;I: 16.0
mp-29313,0, Ta: 16.0;P: 16.0;S: 116.0
mp-29320,0, Te: 6.0;Se: 2.0;O: 16.0
mp-29331,0, K: 2.0;H: 6.0;F: 8.0
mp-29332,0.1137, Pt: 4.0;Pb: 8.0;O: 16.0
mp-29337,0.9604, Tl: 6.0;B: 2.0;S: 6.0
mp-29341,0, K: 8.0;Au: 12.0;S: 10.0
mp-29342,0, Ca: 3.0;P: 1.0;Cl: 3.0
mp-29344,0.0507, Li: 8.0;Ga: 8.0;Cl: 24.0
mp-29345,0.455, Li: 4.0;Ga: 4.0;I: 12.0
mp-29347,0.0105, K: 12.0;W: 6.0;O: 48.0
mp-29354,0.1732, Ba: 9.0;Ta: 6.0;S: 24.0
mp-29359,0, Na: 8.0;Pd: 4.0;Cl: 16.0
mp-29361,0, K: 4.0;U: 4.0;O: 14.0
mp-29362,0.0506, Ga: 2.0;Cu: 2.0;Cl: 8.0
mp-29363,0, Rb: 48.0;Ga: 16.0;P: 32.0
mp-29364,0.2478, Li: 5.0;Sb: 1.0;O: 5.0
mp-29365,0.2743, Li: 5.0;Bi: 1.0;O: 5.0
mp-29368,0, Th: 8.0;Ta: 8.0;O: 36.0
mp-29369,0.1627, Sb: 28.0;F: 116.0
mp-29370,0.2103, Na: 12.0;B: 4.0;P: 8.0
mp-29371,0.0345, Rb: 16.0;Ga: 8.0;Sb: 16.0
mp-29372,0.2727, Cs: 16.0;Ga: 8.0;Sb: 16.0
mp-29374,0, K: 4.0;Ga: 4.0;Sb: 16.0
mp-29375,0, Na: 12.0;In: 4.0;S: 12.0
mp-29376,0, Na: 10.0;In: 2.0;S: 8.0
mp-29379,0, K: 12.0;Bi: 4.0;Te: 12.0
mp-29380,0.1214, K: 16.0;Te: 16.0;As: 8.0
mp-29381,0.3572, Na: 16.0;Te: 16.0;As: 8.0
mp-29383,0.3557, K: 16.0;Ga: 16.0;Sb: 32.0
mp-29384,0, Rb: 12.0;Tl: 4.0;Cl: 24.0
mp-29388,0.0195, K: 8.0;Ge: 8.0;Se: 20.0
mp-29391,0.0281, Sb: 4.0;Cl: 12.0;F: 8.0
mp-29395,0, Na: 4.0;Al: 4.0;I: 16.0
mp-29396,1.5481, Cu: 4.0;Pb: 2.0;O: 4.0
mp-29398,0.0364, Cs: 2.0;Hf: 1.0;I: 6.0
mp-294,0.0637, U: 8.0;O: 24.0
mp-2940,0, Lu: 2.0;P: 2.0;O: 8.0
mp-29402,0.0194, K: 4.0;Ga: 4.0;I: 16.0
mp-29403,0, Ga: 1.0;Cu: 1.0;I: 4.0
mp-29405,0.6249, Rb: 4.0;Sn: 4.0;I: 12.0
mp-29407,0.1137, Al: 2.0;Te: 2.0;I: 14.0
mp-29408,0.1314, Al: 2.0;Se: 2.0;Br: 14.0
mp-29410,0.0889, Li: 4.0;B: 4.0;S: 10.0
mp-29411,0, Na: 8.0;B: 8.0;S: 20.0
mp-29412,0.0193, Ta: 12.0;Br: 28.0
mp-29415,0.1261, Cd: 6.0;P: 2.0;Cl: 6.0
mp-29416,0, Pr: 20.0;C: 8.0;Br: 36.0
mp-29417,0, Na: 6.0;Sc: 2.0;Br: 12.0
mp-29419,0.2011, Hf: 1.0;Te: 4.0;Cl: 6.0
mp-29420,0, Hf: 4.0;Se: 16.0;Cl: 24.0
mp-29424,0.5507, Sr: 32.0;As: 24.0
mp-29426,0, Y: 20.0;C: 8.0;I: 36.0
mp-29427,0.0788, Ta: 2.0;Te: 4.0;Br: 12.0
mp-29428,0, Ta: 2.0;Te: 4.0;Cl: 12.0
mp-2943,0, K: 2.0;Y: 6.0;F: 20.0
mp-29432,0.0251, Na: 4.0;Sc: 4.0;Cl: 16.0
mp-29440,0.0027, Cu: 8.0;Mo: 24.0;I: 56.0
mp-29443,0.6178, P: 2.0;I: 4.0
mp-29447,0.1353, Bi: 12.0;Br: 4.0;O: 16.0
mp-29449,0.0006, Rb: 16.0;Cu: 20.0;Cl: 36.0
mp-29450,0.5415, Cu: 6.0;Se: 18.0;I: 6.0
mp-29454,0.6176, Na: 12.0;Tl: 4.0;O: 8.0
mp-29455,0.0041, Ga: 4.0;Ge: 1.0;O: 8.0
mp-29456,0.0048, Rb: 4.0;I: 2.0;N: 6.0
mp-29458,0.6702, Rb: 6.0;Mo: 4.0;Cl: 18.0
mp-29460,0.0004, Tl: 24.0;Pd: 8.0;Cl: 40.0
mp-29461,0.1282, Zn: 6.0;Mo: 4.0;O: 18.0
mp-29462,0, Na: 4.0;Ga: 12.0;Te: 20.0
mp-29463,0.2423, Li: 4.0;Be: 4.0;N: 4.0
mp-29465,0.025, Ta: 2.0;Cl: 8.0
mp-29467,0.0189, P: 16.0;Se: 12.0;O: 24.0
mp-29468,0, Rb: 12.0;Cl: 8.0;O: 2.0
mp-29469,0.0952, Pd: 2.0;Se: 12.0;Cl: 4.0
mp-29472,0, Fe: 4.0;As: 2.0;O: 11.0
mp-29473,0.0722, Li: 4.0;I: 4.0;O: 16.0
mp-29483,1.0649, Mg: 4.0;In: 4.0;Br: 12.0
mp-29484,0.0624, K: 4.0;Hg: 1.0;As: 2.0
mp-29487,0.0498, Pd: 6.0;Cl: 12.0
mp-29488,0, Na: 8.0;Zn: 4.0;O: 8.0
mp-29489,0.0727, P: 8.0;Se: 2.0;O: 14.0
mp-29492,0.1175, S: 8.0;I: 8.0;O: 44.0
mp-29496,0.0995, Pd: 1.0;Se: 2.0;Br: 6.0
mp-29498,0.0301, W: 12.0;Br: 24.0
mp-29499,0.0086, Re: 12.0;Te: 32.0;Cl: 12.0
mp-29501,0.1659, Rb: 6.0;As: 2.0;Se: 32.0
mp-29504,0, Cl: 4.0;F: 4.0
mp-29505,0.4835, Cs: 12.0;Bi: 4.0;O: 12.0
mp-29506,1.4826, Cs: 2.0;Bi: 2.0;O: 4.0
mp-29509,0.1687, Zn: 4.0;As: 8.0;O: 16.0
mp-2951,0.1084, Cd: 4.0;Ge: 4.0;O: 12.0
mp-29510,0.7469, Hg: 4.0;Te: 2.0;O: 6.0
mp-29516,0.2336, Bi: 28.0;Rh: 4.0;Br: 32.0
mp-29521,0, Rb: 2.0;Bi: 2.0;O: 4.0
mp-29524,0, K: 12.0;Bi: 4.0;O: 12.0
mp-29525,0.635, Rb: 12.0;Bi: 4.0;O: 12.0
mp-29526,0, Br: 4.0;N: 4.0;O: 12.0
mp-29529,0.3786, Na: 2.0;Sn: 2.0;P: 2.0
mp-29530,0, H: 8.0;W: 4.0;O: 16.0
mp-29531,0.0257, Cs: 4.0;Bi: 12.0;S: 20.0
mp-29537,0.4559, Cl: 8.0;O: 4.0
mp-29541,0.1336, Ga: 2.0;Te: 2.0;I: 14.0
mp-29542,0.2257, K: 8.0;Bi: 4.0;O: 10.0
