mp-id, label, stoichiometry
mp-1191979,0, Rb: 4.0;Tl: 4.0;F: 16.0
mp-1192000,1, Cs: 4.0;H: 12.0;Au: 4.0;N: 4.0
mp-1192007,0, Rb: 4.0;As: 4.0;Se: 12.0;O: 2.0
mp-1192025,0, La: 6.0;Be: 2.0;Al: 2.0;S: 14.0
mp-1192038,0, La: 6.0;Be: 2.0;In: 2.0;S: 14.0
mp-1192040,0, Sm: 6.0;B: 6.0;N: 12.0
mp-1192057,0, Ag: 4.0;S: 4.0;O: 14.0
mp-1192085,0, Cs: 4.0;Cu: 4.0;Sb: 4.0;Se: 10.0
mp-1192091,0, Cd: 6.0;B: 4.0;O: 12.0
mp-1192126,1, Zn: 4.0;Te: 2.0;Mo: 2.0;O: 14.0
mp-1192129,1, Tl: 3.0;V: 5.0;O: 14.0
mp-1192137,0, Er: 4.0;Tl: 2.0;Cu: 6.0;S: 10.0
mp-1192144,0, Nd: 6.0;B: 6.0;N: 12.0
mp-1192185,0, Dy: 8.0;P: 8.0;S: 8.0
mp-1192188,0, K: 2.0;Ho: 2.0;W: 4.0;O: 16.0
mp-1192196,1, Ba: 7.0;In: 2.0;Se: 6.0;F: 8.0
mp-1192202,1, Dy: 4.0;C: 4.0;O: 16.0
mp-1192203,0, Na: 4.0;Cd: 4.0;As: 4.0;S: 12.0
mp-1192205,0, K: 2.0;Ho: 4.0;Cu: 6.0;Se: 10.0
mp-1192209,0, As: 6.0;Pb: 4.0;Br: 2.0;O: 12.0
mp-1192212,1, Rb: 12.0;Ni: 4.0;O: 8.0
mp-1192213,1, Na: 4.0;H: 4.0;C: 4.0;O: 12.0
mp-1192231,0, Cu: 4.0;I: 4.0;O: 16.0
mp-1192238,0, Sm: 6.0;Ta: 2.0;O: 14.0
mp-1192249,0, Mn: 6.0;Te: 2.0;P: 4.0;Pb: 6.0;O: 28.0
mp-1192272,1, Tb: 4.0;C: 4.0;O: 16.0
mp-1192275,1, K: 2.0;Er: 4.0;Cu: 6.0;Se: 10.0
mp-11923,0, Rb: 4.0;Ta: 2.0;Cu: 2.0;S: 8.0
mp-1192345,1, Ag: 2.0;Bi: 2.0;W: 4.0;O: 16.0
mp-1192356,1, La: 6.0;Be: 2.0;Cr: 2.0;S: 14.0
mp-1192362,1, Sr: 4.0;Gd: 4.0;Cu: 4.0;S: 12.0
mp-1192364,1, Hg: 2.0;Te: 4.0;O: 4.0;F: 20.0
mp-1192367,0, Cs: 2.0;Ho: 4.0;Cu: 6.0;Se: 10.0
mp-1192369,1, Ba: 2.0;Y: 2.0;Zn: 6.0;Ga: 2.0;O: 14.0
mp-1192378,1, Al: 4.0;Tl: 4.0;Si: 4.0;O: 16.0
mp-1192379,0, Na: 6.0;Pt: 3.0;F: 18.0
mp-1192384,0, Dy: 4.0;W: 4.0;Br: 4.0;O: 16.0
mp-11924,0, Rb: 4.0;Ta: 2.0;Cu: 2.0;Se: 8.0
mp-1192405,1, Hg: 2.0;P: 4.0;Pd: 4.0;O: 16.0
mp-1192413,0, Cs: 2.0;In: 2.0;Te: 6.0;O: 16.0
mp-1192415,1, Yb: 4.0;Tm: 8.0;S: 16.0
mp-1192417,0, Ba: 4.0;Ge: 4.0;Pb: 4.0;O: 16.0
mp-1192419,1, Cs: 4.0;H: 4.0;S: 4.0;O: 16.0
mp-1192421,0, B: 6.0;Pb: 6.0;O: 15.0
mp-1192433,1, Na: 5.0;Pr: 4.0;Ge: 4.0;O: 16.0;F: 1.0
mp-1192446,0, Pb: 4.0;Se: 2.0;N: 4.0;O: 18.0
mp-1192451,0, Ho: 4.0;W: 4.0;Br: 4.0;O: 16.0
mp-1192455,0, Tm: 4.0;W: 4.0;Br: 4.0;O: 16.0
mp-1192462,0, Dy: 4.0;Mo: 4.0;Br: 4.0;O: 16.0
mp-1192486,1, K: 6.0;Se: 4.0;O: 16.0
mp-1192490,1, K: 5.0;Pr: 4.0;Si: 4.0;O: 16.0;F: 1.0
mp-11925,0, Rb: 2.0;Ta: 2.0;Cu: 4.0;Se: 8.0
mp-1192501,1, Ba: 2.0;Sc: 2.0;Zn: 6.0;Ga: 2.0;O: 14.0
mp-1192505,0, Y: 4.0;W: 4.0;Br: 4.0;O: 16.0
mp-1192509,0, Cs: 4.0;Th: 2.0;As: 4.0;O: 16.0
mp-1192524,0, Na: 4.0;Th: 2.0;As: 4.0;O: 16.0
mp-1192531,1, K: 4.0;Cu: 8.0;Sb: 4.0;S: 12.0
mp-1192532,1, Si: 10.0;H: 20.0
mp-1192537,0, Nb: 6.0;Pb: 3.0;O: 18.0
mp-1192544,1, Na: 5.0;Nd: 4.0;Ge: 4.0;O: 16.0;F: 1.0
mp-1192547,0, Ba: 4.0;U: 2.0;P: 4.0;O: 20.0
mp-1192552,1, K: 6.0;As: 6.0;O: 18.0
mp-1192556,0, Rb: 2.0;In: 2.0;Te: 6.0;O: 16.0
mp-1192573,0, Tb: 4.0;W: 4.0;Br: 4.0;O: 16.0
mp-1192576,0, Er: 4.0;W: 4.0;Br: 4.0;O: 16.0
mp-1192578,1, K: 2.0;Ca: 4.0;U: 1.0;Si: 4.0;O: 16.0
mp-1192583,1, Ba: 4.0;Nd: 4.0;In: 4.0;O: 16.0
mp-1192590,1, K: 4.0;Ba: 4.0;As: 4.0;O: 16.0
mp-1192609,0, Cs: 4.0;As: 4.0;Se: 12.0;O: 2.0
mp-1192640,0, Na: 2.0;Nb: 4.0;Se: 4.0;O: 19.0
mp-1192641,0, Sr: 4.0;Ti: 2.0;Si: 4.0;O: 16.0
mp-1192658,0, Bi: 4.0;Te: 4.0;Se: 2.0;O: 20.0
mp-1192668,0, K: 2.0;V: 6.0;Ge: 4.0;O: 18.0
mp-1192676,0, La: 6.0;Co: 2.0;W: 2.0;S: 6.0;O: 12.0
mp-1192701,1, Ta: 2.0;H: 12.0;C: 4.0;Se: 2.0;Cl: 10.0
mp-1192718,1, Sb: 2.0;H: 10.0;Cl: 12.0;O: 4.0
mp-1192732,1, Cs: 6.0;H: 2.0;Se: 4.0;O: 16.0
mp-1192739,1, Cs: 4.0;V: 6.0;O: 16.0
mp-1192743,0, Sr: 4.0;Ge: 4.0;Pb: 4.0;O: 16.0
mp-1192751,1, Sr: 4.0;Lu: 8.0;S: 16.0
mp-1192765,1, Mo: 6.0;N: 2.0;O: 18.0
mp-1192770,1, Rb: 3.0;In: 1.0;I: 6.0;O: 18.0
mp-1192772,1, Na: 4.0;Cd: 4.0;P: 4.0;O: 16.0
mp-1192780,0, Cr: 8.0;Fe: 4.0;O: 16.0
mp-1192793,0, Pr: 4.0;Mo: 4.0;Br: 4.0;O: 16.0
mp-1192803,0, Lu: 8.0;Pb: 4.0;S: 16.0
mp-1192811,1, Er: 8.0;Zn: 4.0;S: 16.0
mp-1192820,0, Mn: 4.0;Sb: 6.0;I: 6.0;O: 10.0
mp-1192840,0, K: 2.0;Zn: 4.0;Cd: 2.0;B: 4.0;O: 12.0;F: 2.0
mp-1192859,1, Na: 4.0;Fe: 4.0;P: 4.0;O: 16.0
mp-1192881,0, Ba: 6.0;P: 4.0;Se: 8.0;O: 8.0
mp-1192911,0, Sm: 8.0;Fe: 2.0;S: 14.0
mp-1192917,1, Sm: 2.0;I: 6.0;O: 20.0
mp-1192931,0, Ba: 2.0;Cl: 4.0;O: 22.0
mp-1192933,1, Cs: 4.0;Al: 4.0;Si: 4.0;O: 16.0
mp-1193015,1, Cs: 4.0;V: 4.0;O: 4.0;F: 16.0
mp-1193056,0, Cs: 4.0;Mo: 6.0;O: 20.0
mp-1193109,1, Na: 4.0;Ca: 4.0;As: 4.0;O: 16.0
mp-1193128,1, Te: 4.0;Pb: 6.0;Br: 4.0;O: 12.0
mp-1193131,0, Cs: 4.0;Pb: 2.0;N: 4.0;Cl: 4.0;O: 12.0
mp-1193141,0, Mn: 6.0;In: 6.0;O: 18.0
mp-1193142,0, Er: 8.0;Pb: 4.0;S: 16.0
mp-1193185,1, Ba: 2.0;Fe: 2.0;B: 2.0;P: 4.0;O: 18.0
mp-1193189,1, Nd: 2.0;I: 6.0;O: 20.0
mp-1193207,1, Ho: 8.0;Zn: 4.0;S: 16.0
mp-1193210,0, Pb: 6.0;Se: 4.0;I: 4.0;O: 12.0
mp-1193226,0, Na: 6.0;V: 2.0;P: 4.0;O: 18.0
mp-1193238,1, Ag: 4.0;Te: 2.0;H: 8.0;O: 12.0
mp-1193256,1, Na: 4.0;C: 8.0;N: 4.0;O: 12.0
mp-1193284,0, Nd: 4.0;Mo: 4.0;Br: 4.0;O: 16.0
mp-1193300,0, Re: 2.0;S: 4.0;Cl: 2.0;O: 18.0
mp-1193420,0, V: 4.0;As: 4.0;O: 20.0
mp-1193463,0, Mn: 8.0;Si: 2.0;Te: 2.0;Br: 4.0;O: 14.0
mp-1193466,0, Yb: 8.0;Pb: 4.0;S: 16.0
mp-1193468,0, Na: 4.0;Mn: 4.0;V: 4.0;O: 16.0
mp-1193473,1, K: 2.0;Zn: 8.0;Sb: 2.0;O: 14.0
mp-1193553,0, Bi: 4.0;B: 4.0;Pb: 4.0;O: 16.0
mp-1193554,0, Bi: 4.0;Se: 6.0;O: 20.0
mp-1193560,0, Nb: 2.0;Pb: 4.0;Se: 4.0;Cl: 2.0;O: 16.0
mp-1193567,0, Tb: 4.0;Mo: 4.0;Br: 4.0;O: 16.0
mp-1193601,0, Ba: 2.0;Br: 4.0;O: 22.0
mp-1193607,1, Cs: 2.0;Ca: 2.0;H: 4.0;N: 18.0;O: 2.0
mp-1193611,0, Ba: 4.0;Te: 4.0;S: 12.0;O: 8.0
mp-1193616,1, K: 4.0;Pt: 2.0;C: 8.0;N: 8.0;Cl: 4.0
mp-1193673,0, Na: 12.0;Sb: 4.0;S: 12.0
mp-1193675,0, B: 28.0
mp-1193692,0, Cu: 2.0;P: 2.0;Pb: 4.0;S: 2.0;O: 18.0
mp-1193708,1, Al: 4.0;P: 6.0;S: 18.0
mp-1193732,0, Te: 4.0;Pd: 2.0;Pb: 4.0;Cl: 4.0;O: 12.0
mp-1193745,1, Ce: 4.0;As: 4.0;O: 16.0;F: 4.0
mp-1193772,1, Tl: 8.0;Cr: 4.0;O: 16.0
mp-1193774,1, Mn: 4.0;P: 4.0;C: 4.0;O: 16.0
mp-1193780,0, Mn: 6.0;In: 6.0;O: 18.0
mp-1193815,1, Ho: 8.0;Pb: 4.0;S: 16.0
mp-1193864,1, Al: 4.0;P: 2.0;H: 6.0;O: 14.0
mp-1193890,1, Mn: 8.0;Si: 2.0;Te: 2.0;Cl: 4.0;O: 14.0
mp-1193901,0, Ho: 4.0;Mo: 4.0;Br: 4.0;O: 16.0
mp-1193939,0, Te: 4.0;P: 4.0;O: 18.0
mp-1193975,0, Pb: 12.0;Br: 4.0;O: 12.0
mp-1193999,0, Zn: 4.0;Ag: 4.0;P: 4.0;O: 16.0
mp-1194001,1, Pr: 8.0;P: 2.0;Cl: 2.0;O: 16.0
mp-1194017,1, Th: 4.0;P: 4.0;O: 20.0
mp-1194022,1, Cs: 1.0;Na: 3.0;U: 4.0;Mo: 2.0;O: 20.0
mp-1194023,0, Ba: 2.0;Co: 4.0;P: 4.0;O: 16.0
mp-1194049,0, Sm: 4.0;Mo: 4.0;Br: 4.0;O: 16.0
mp-1194059,1, Ca: 4.0;Er: 8.0;S: 16.0
mp-1194087,0, Tm: 8.0;Pb: 4.0;S: 16.0
mp-1194095,0, Ti: 1.0;Ag: 2.0;I: 6.0;O: 18.0
mp-1194096,0, Sr: 8.0;Ni: 4.0;Se: 12.0;O: 36.0
mp-1194132,1, Ca: 4.0;Tm: 8.0;S: 16.0
mp-1194158,0, Er: 4.0;Mo: 4.0;Br: 4.0;O: 16.0
mp-1194203,1, Sr: 8.0;Sn: 4.0;O: 16.0
mp-1194208,0, Sr: 4.0;Yb: 8.0;S: 16.0
mp-1194227,1, H: 12.0;C: 4.0;O: 12.0
mp-1194239,0, Pu: 4.0;Si: 2.0;O: 20.0
mp-1194260,1, As: 4.0;H: 12.0;C: 2.0;O: 12.0
mp-1194276,1, Ca: 4.0;Ho: 8.0;S: 16.0
mp-1194285,0, Lu: 4.0;Mo: 4.0;Br: 4.0;O: 16.0
mp-1194323,1, Y: 2.0;C: 8.0;N: 2.0;O: 18.0
mp-1194343,0, Tm: 4.0;Mo: 4.0;Br: 4.0;O: 16.0
mp-1194344,1, Nd: 8.0;P: 2.0;Cl: 2.0;O: 16.0
mp-1194362,1, C: 28.0
mp-1194386,0, Yb: 4.0;Sb: 8.0;S: 16.0
mp-1194388,0, V: 4.0;Ag: 4.0;O: 4.0;F: 16.0
mp-1194403,0, Pd: 2.0;Pb: 4.0;Se: 4.0;Cl: 4.0;O: 12.0
mp-1194412,1, Pb: 6.0;Se: 4.0;Br: 4.0;O: 12.0
mp-1194422,0, Na: 6.0;S: 2.0;N: 2.0;O: 16.0
mp-1194436,1, K: 4.0;Cu: 8.0;Bi: 4.0;S: 12.0
mp-1194584,0, Hg: 6.0;Te: 4.0;Se: 2.0;O: 20.0
mp-1194587,1, Na: 4.0;Y: 4.0;B: 4.0;Te: 2.0;O: 20.0
mp-1194594,0, Ta: 8.0;Pb: 2.0;O: 22.0
mp-1194608,1, Re: 4.0;Xe: 3.0;O: 10.0;F: 14.0
mp-1194736,1, Na: 10.0;Mn: 6.0;S: 8.0;O: 32.0;F: 8.0
mp-1194753,0, Ag: 4.0;B: 12.0;O: 20.0
mp-1194796,1, Na: 4.0;Dy: 4.0;B: 4.0;Te: 2.0;O: 20.0
mp-1194874,0, Tl: 4.0;B: 12.0;O: 20.0
mp-1194927,0, V: 4.0;Cd: 4.0;Co: 4.0;O: 20.0
mp-1194989,1, Na: 4.0;Ho: 4.0;B: 4.0;Te: 2.0;O: 20.0
mp-1195028,1, Na: 4.0;Lu: 4.0;B: 4.0;Te: 2.0;O: 20.0
mp-1195050,0, Sn: 2.0;Ir: 4.0;Se: 10.0
mp-1195277,1, Na: 4.0;Mo: 4.0;Se: 4.0;O: 22.0
mp-1195324,0, Pr: 8.0;Ti: 4.0;O: 20.0
mp-1195435,1, Na: 4.0;Er: 4.0;B: 4.0;Te: 2.0;O: 20.0
mp-1195744,1, Ba: 2.0;Er: 4.0;Si: 6.0;O: 20.0
mp-1195912,1, V: 4.0;Pb: 4.0;O: 4.0;F: 20.0
mp-1196090,1, K: 4.0;B: 12.0;O: 20.0
mp-1196344,1, Ba: 4.0;S: 8.0;N: 8.0;O: 24.0
mp-1196389,0, Ti: 4.0;Fe: 1.0;P: 6.0;O: 24.0
mp-1196426,0, Yb: 22.0;Al: 2.0;Sb: 18.0
mp-1196456,0, Sr: 4.0;V: 2.0;P: 6.0;O: 24.0
mp-1196616,1, Ni: 4.0;Bi: 2.0;B: 2.0;P: 4.0;O: 20.0
mp-1196792,1, Fe: 4.0;P: 4.0;O: 24.0
mp-1197006,0, Zr: 4.0;S: 4.0;O: 24.0
mp-1197030,1, Ba: 2.0;Sm: 4.0;Ti: 6.0;O: 20.0
mp-1197193,1, Th: 4.0;S: 4.0;O: 24.0
mp-1197198,1, Sb: 4.0;N: 8.0;F: 20.0
mp-1197333,1, Rb: 8.0;Tl: 4.0;Cl: 20.0;O: 4.0
mp-1197358,1, U: 4.0;Si: 4.0;Pb: 4.0;O: 24.0
mp-1197370,1, Y: 8.0;B: 8.0;C: 8.0;O: 56.0
mp-1197393,0, Fe: 8.0;I: 8.0;N: 16.0;O: 16.0
mp-1197437,0, Sr: 4.0;Si: 4.0;O: 8.0;F: 24.0
mp-1197696,1, Mg: 8.0;P: 8.0;O: 32.0
mp-1197698,0, Sr: 8.0;As: 8.0;O: 40.0
mp-1197857,1, W: 8.0;O: 24.0
mp-1197976,0, Mn: 4.0;Be: 4.0;P: 4.0;O: 20.0
mp-1198060,0, Ba: 6.0;Co: 4.0;N: 24.0;O: 48.0
mp-1198194,1, Cs: 2.0;P: 4.0;H: 10.0;O: 16.0
mp-11982,0, Sr: 4.0;Ca: 2.0;Te: 2.0;O: 12.0
mp-1198326,1, In: 4.0;P: 12.0;O: 38.0
mp-1198490,0, U: 8.0;O: 24.0
mp-1198527,1, Rb: 4.0;Mo: 6.0;As: 8.0;O: 44.0
mp-1198793,1, Ba: 2.0;V: 4.0;P: 8.0;O: 34.0
mp-1199011,0, Nb: 8.0;Ag: 4.0;O: 22.0
mp-1199037,1, Na: 8.0;Nb: 8.0;O: 24.0
mp-1199046,1, Ca: 2.0;Fe: 2.0;B: 2.0;P: 4.0;H: 4.0;O: 20.0
mp-1199176,0, Rb: 3.0;V: 3.0;P: 6.0;O: 24.0
mp-1199843,1, Mn: 4.0;As: 12.0;Pb: 12.0;O: 36.0
mp-1199860,1, V: 4.0;Co: 4.0;Se: 4.0;O: 22.0
mp-1200253,0, Cs: 2.0;Mo: 2.0;N: 6.0;O: 22.0
mp-1200394,1, Fe: 2.0;P: 6.0;H: 12.0;O: 12.0
mp-1200403,0, Nb: 8.0;Ag: 4.0;O: 22.0
mp-1200408,0, Sr: 2.0;Mo: 4.0;Se: 4.0;O: 22.0
mp-1200502,1, Mo: 6.0;Se: 2.0;N: 4.0;O: 24.0
mp-1200529,1, Cu: 4.0;As: 4.0;Pb: 4.0;O: 20.0
mp-1200583,1, C: 4.0;S: 16.0;N: 16.0;Cl: 4.0;O: 8.0
mp-1200651,0, Ba: 2.0;La: 4.0;Ti: 6.0;O: 20.0
mp-1200657,1, Ca: 4.0;B: 12.0;O: 24.0
mp-1200659,0, Ce: 4.0;Rh: 8.0;O: 20.0
mp-1200666,1, Cs: 2.0;Ga: 2.0;P: 6.0;H: 2.0;O: 20.0
mp-1200675,1, K: 8.0;I: 8.0;O: 24.0
mp-1200678,1, K: 8.0;Sn: 4.0;O: 4.0;F: 24.0
mp-1200746,1, Dy: 8.0;V: 4.0;O: 20.0
mp-1200747,0, Pt: 4.0;S: 16.0;N: 16.0
mp-1200763,0, Cr: 4.0;Cu: 4.0;P: 4.0;Pb: 8.0;O: 36.0
mp-1200853,1, Er: 8.0;Hf: 4.0;S: 20.0
mp-1200869,1, Na: 1.0;Ca: 2.0;Fe: 5.0;Si: 8.0;O: 24.0
mp-1200870,1, Te: 2.0;As: 2.0;H: 2.0;Xe: 2.0;N: 2.0;F: 22.0
mp-1200943,1, Rb: 4.0;V: 4.0;P: 8.0;O: 32.0
mp-12010,0, Ba: 4.0;Se: 4.0;O: 16.0
mp-1201086,1, Fe: 4.0;Se: 8.0;O: 24.0
mp-12011,1, K: 2.0;Tb: 2.0;Ge: 2.0;S: 8.0
mp-12012,1, K: 2.0;Pr: 2.0;Ge: 2.0;Se: 8.0
mp-1201232,1, K: 4.0;Hg: 4.0;C: 8.0;N: 8.0;Cl: 4.0;O: 4.0
mp-1201259,0, Na: 4.0;Ti: 4.0;As: 4.0;O: 20.0
mp-1201280,1, Ba: 4.0;V: 8.0;O: 28.0
mp-1201514,0, K: 8.0;Ru: 4.0;O: 20.0
mp-1201553,0, Co: 4.0;Bi: 2.0;B: 2.0;P: 4.0;O: 20.0
mp-12016,0, Rb: 4.0;Si: 2.0;S: 6.0
mp-1201627,1, Rb: 4.0;H: 16.0;C: 4.0;N: 12.0
mp-1201737,0, Ca: 4.0;Sn: 4.0;O: 24.0
mp-1201770,1, K: 4.0;Mn: 2.0;C: 8.0;O: 20.0
mp-1202027,1, La: 8.0;Ta: 8.0;O: 32.0
mp-1202032,0, Fe: 4.0;Sn: 4.0;O: 24.0
mp-12021,1, Ag: 4.0;B: 4.0;F: 16.0
mp-1202153,0, Na: 4.0;Nb: 8.0;O: 22.0
mp-12022,0, Hg: 2.0;B: 8.0;O: 14.0
mp-1202223,0, W: 10.0;O: 30.0
mp-1202437,1, Cs: 4.0;H: 8.0;S: 4.0;N: 4.0;O: 12.0
mp-1202561,1, Hf: 4.0;S: 4.0;O: 24.0
mp-1202623,0, Ba: 2.0;La: 4.0;Ti: 6.0;O: 20.0
mp-1202773,1, Rb: 8.0;In: 4.0;Cl: 20.0;O: 4.0
mp-1202866,0, Na: 4.0;Ti: 4.0;Si: 3.0;O: 22.0
mp-1202965,0, Nb: 8.0;Ag: 4.0;O: 22.0
mp-1203069,1, W: 8.0;O: 24.0
mp-1203072,0, U: 4.0;S: 4.0;O: 24.0
mp-1203262,1, Si: 1.0;H: 12.0;C: 4.0;N: 10.0;F: 6.0
mp-1203274,1, Ni: 8.0;C: 32.0;O: 32.0
mp-1203328,1, Ba: 4.0;P: 3.0;H: 1.0;F: 24.0
mp-1203398,1, Ta: 8.0;Ag: 4.0;O: 22.0
mp-1203649,1, Zn: 4.0;C: 16.0;N: 8.0;O: 24.0
mp-1203759,1, Si: 18.0;C: 8.0;N: 2.0;O: 36.0
mp-1203905,1, K: 8.0;In: 4.0;Cl: 20.0;O: 4.0
mp-1204027,1, U: 4.0;S: 4.0;N: 4.0;O: 24.0;F: 4.0
mp-1204065,0, Na: 4.0;Ca: 4.0;P: 12.0;O: 24.0
mp-1204412,0, Mo: 4.0;Pb: 2.0;Se: 4.0;O: 22.0
mp-1204534,1, Rb: 4.0;Ho: 4.0;S: 8.0;O: 36.0
mp-12046,1, Rb: 3.0;Na: 1.0;Ru: 2.0;O: 8.0
mp-1204676,0, Ba: 2.0;La: 4.0;Ti: 6.0;O: 20.0
mp-1204692,1, Ba: 7.0;Fe: 6.0;O: 2.0;F: 32.0
mp-12047,1, K: 3.0;Na: 1.0;Ru: 2.0;O: 8.0
mp-1204743,1, Rb: 8.0;Cd: 4.0;C: 8.0;Cl: 8.0;O: 20.0
mp-1204784,0, V: 4.0;Pb: 28.0;Cl: 8.0;O: 34.0
mp-1205297,1, Tb: 8.0;S: 12.0
mp-1205304,0, Ti: 2.0;I: 4.0;O: 14.0
mp-1205311,1, Sr: 8.0;Ni: 4.0;Te: 4.0;O: 24.0
mp-1205332,0, Te: 12.0;Rh: 2.0;Br: 6.0
mp-1205333,0, Ca: 2.0;Ti: 2.0;Ge: 2.0;O: 10.0
mp-1205336,1, Ba: 4.0;Mn: 4.0;O: 12.0
mp-1205337,1, Ca: 6.0;Al: 4.0;P: 8.0
mp-1205338,1, Ca: 6.0;Al: 4.0;As: 8.0
mp-1205339,0, Ge: 2.0;Se: 4.0;O: 12.0
mp-1205341,0, Na: 4.0;Co: 4.0;S: 4.0;O: 16.0;F: 4.0
mp-1205344,1, Pr: 4.0;Sb: 4.0;O: 16.0
mp-1205351,0, La: 8.0;Se: 6.0;N: 4.0
mp-1205352,0, Ba: 2.0;Pd: 2.0;Se: 4.0;O: 12.0
mp-1205354,1, Sc: 8.0;Se: 12.0
mp-1205356,0, Zn: 2.0;W: 2.0;O: 8.0
mp-1205361,1, Te: 12.0;Rh: 2.0;I: 6.0
mp-1205362,0, Nb: 4.0;Ag: 4.0;O: 12.0
mp-1205363,0, Ba: 4.0;Nd: 2.0;Ga: 2.0;Se: 10.0
mp-1205364,0, Ca: 4.0;Ti: 4.0;O: 12.0
mp-1205366,1, Lu: 4.0;Rh: 4.0;O: 12.0
mp-1205371,0, Ba: 6.0;In: 2.0;S: 8.0;Cl: 2.0
mp-1205378,0, Lu: 2.0;Cu: 2.0;Pb: 2.0;Se: 6.0
mp-1205383,1, Nd: 8.0;Ge: 4.0;O: 20.0
mp-1205388,0, Rb: 4.0;Pd: 6.0;S: 8.0
mp-1205391,0, Ta: 4.0;Sb: 4.0;O: 16.0
mp-1205392,0, Ag: 4.0;Sb: 4.0;S: 8.0
mp-1205397,1, Ba: 4.0;Y: 2.0;In: 2.0;Se: 10.0
mp-1205400,1, Ba: 4.0;Nd: 2.0;In: 2.0;Te: 10.0
mp-1205415,1, Fe: 8.0;O: 12.0
mp-1205419,0, Sr: 4.0;Sn: 4.0;S: 12.0
mp-1205460,0, Zn: 2.0;Hg: 6.0;Se: 6.0;Br: 4.0
mp-1205495,0, Ba: 3.0;Mo: 1.0;O: 6.0
mp-1205512,1, K: 1.0;Ba: 2.0;I: 1.0;O: 6.0
mp-1205541,1, Na: 1.0;Sc: 1.0;Tl: 2.0;F: 6.0
mp-1205549,1, Ba: 2.0;Gd: 1.0;Ta: 1.0;O: 6.0
mp-1205553,1, Sr: 2.0;Lu: 1.0;Ta: 1.0;O: 6.0
mp-1205554,0, Tl: 3.0;Ga: 1.0;F: 6.0
mp-1205574,1, Cs: 2.0;K: 1.0;Sc: 1.0;F: 6.0
mp-1205596,1, Ba: 2.0;Nd: 1.0;Ta: 1.0;O: 6.0
mp-1205599,1, Nd: 1.0;Eu: 2.0;Ta: 1.0;O: 6.0
mp-1205600,0, Ba: 2.0;Nd: 1.0;Ta: 1.0;O: 6.0
mp-1205605,1, Tb: 1.0;Eu: 2.0;Ta: 1.0;O: 6.0
mp-1205650,1, Ba: 2.0;Ta: 1.0;Tl: 1.0;O: 6.0
mp-1205663,0, Sr: 2.0;Zr: 1.0;Ti: 1.0;O: 6.0
mp-1205668,0, Sr: 3.0;Mo: 1.0;O: 6.0
mp-1205670,1, Ba: 2.0;Pr: 1.0;Ta: 1.0;O: 6.0
mp-1205671,1, Ba: 4.0;Ta: 2.0;Fe: 2.0;O: 12.0
mp-1205672,1, K: 1.0;Tl: 2.0;Cr: 1.0;F: 6.0
mp-1205677,1, Sr: 2.0;Nb: 1.0;Ga: 1.0;O: 6.0
mp-1205684,1, K: 1.0;Sc: 1.0;Tl: 2.0;F: 6.0
mp-1205686,0, Ba: 2.0;Pr: 1.0;Ta: 1.0;O: 6.0
mp-1205687,1, Sr: 2.0;Pr: 1.0;Nb: 1.0;O: 6.0
mp-1205690,0, Sr: 8.0;Nb: 4.0;Cr: 4.0;O: 24.0
mp-1205692,1, Sr: 2.0;La: 1.0;Ta: 1.0;O: 6.0
mp-1205701,1, Eu: 2.0;Ho: 1.0;Ta: 1.0;O: 6.0
mp-1205736,0, Nb: 1.0;Co: 1.0;Pb: 2.0;O: 6.0
mp-1205743,1, Na: 1.0;Sr: 2.0;I: 1.0;O: 6.0
mp-1205751,0, Ba: 2.0;U: 1.0;Be: 1.0;O: 6.0
mp-1205754,0, Na: 2.0;Ce: 1.0;F: 6.0
mp-1205759,0, Ba: 2.0;Yb: 1.0;U: 1.0;O: 6.0
mp-1205760,1, Sr: 2.0;Lu: 1.0;Nb: 1.0;O: 6.0
mp-1205776,1, Sr: 2.0;In: 1.0;Os: 1.0;O: 6.0
mp-1205803,1, Ba: 2.0;Er: 1.0;Ta: 1.0;O: 6.0
mp-1205806,0, Fe: 1.0;Pb: 2.0;W: 1.0;O: 6.0
mp-1205823,1, Ba: 2.0;Sc: 1.0;Ta: 1.0;O: 6.0
mp-1205833,0, Ba: 2.0;Nb: 1.0;Rh: 1.0;O: 6.0
mp-1205856,1, Eu: 2.0;Lu: 1.0;Ta: 1.0;O: 6.0
mp-1205877,0, Cs: 2.0;Tl: 2.0;O: 2.0
mp-1205906,0, K: 2.0;Mn: 2.0;I: 2.0;O: 12.0
mp-1205934,0, Ba: 2.0;Yb: 1.0;Mo: 1.0;O: 6.0
mp-1205945,1, Ba: 2.0;U: 1.0;Hg: 1.0;O: 6.0
mp-1205960,1, K: 2.0;Sn: 1.0;F: 6.0
mp-1205991,0, La: 1.0;Bi: 2.0;Cl: 1.0;O: 4.0
mp-1206020,0, K: 2.0;Ce: 1.0;Cu: 2.0;S: 4.0
mp-1206027,1, Eu: 2.0;Gd: 1.0;Ta: 1.0;O: 6.0
mp-1206029,1, Ba: 2.0;Tm: 1.0;Ta: 1.0;O: 6.0
mp-1206032,1, Ba: 2.0;U: 1.0;Ge: 1.0;O: 6.0
mp-1206039,1, Rb: 2.0;Sn: 1.0;F: 6.0
mp-1206058,0, Tl: 2.0;Cl: 6.0
mp-1206067,0, Nd: 2.0;Cl: 2.0;O: 4.0
